brand,model,age,km_driven,transmission,owner,fuel_type,posted_date,ask_price,log_price
Other_Brands,Other_Models,4,12110,Automatic,first,Petrol,Nov-24,1295000,14.074021253115776
Hyundai,Other_Models,3,13162,Automatic,first,Petrol,Nov-24,975000,13.790192749979985
Toyota,Other_Models,8,49000,Manual,first,Petrol,Nov-24,599000,13.303016877097587
Maruti Suzuki,Other_Models,9,68000,Manual,second,Petrol,Nov-24,265000,12.487485104968359
Audi,A6,12,110000,Automatic,second,Diesel,Nov-24,1150000,13.955272500339433
Hyundai,Other_Models,8,52355,Manual,first,Petrol,Nov-24,499555,13.121472981119183
Hyundai,i10,12,40595,Automatic,second,Petrol,Nov-24,310000,12.644327576461329
Mahindra,Thar,4,41000,Manual,second,Diesel,Nov-24,1450000,14.187074114396758
Maruti Suzuki,Omni,11,77500,Automatic,second,Petrol,Nov-24,1010000,13.825460888817442
Maruti Suzuki,Swift-Dzire,7,55000,Manual,first,Petrol,Nov-24,595000,13.296316684527767
Hyundai,i10,12,80000,Automatic,second,Petrol,Nov-24,145000,11.884489021402711
BMW,5 Series,9,47000,Automatic,second,Diesel,Nov-24,2500000,14.73180128983843
Mercedes-Benz,Other_Models,9,71000,Automatic,second,Petrol,Nov-24,1990000,14.503645196700676
Hyundai,Santro Xing,18,65000,Manual,second,Petrol,Nov-24,185000,12.128111104060462
Toyota,Innova Crysta,6,69000,Automatic,first,Diesel,Nov-24,2699000,14.808391892000142
Maruti Suzuki,Ertiga,6,90000,Manual,first,Diesel,Nov-24,900000,13.710150042306449
Other_Brands,Other_Models,16,79742,Manual,second,Petrol,Nov-24,165000,12.013700752882718
Audi,Other_Models,8,45000,Automatic,second,Diesel,Oct-24,1690000,14.340239086899256
Toyota,Innova Crysta,3,8000,Automatic,first,Diesel,Nov-24,3375000,15.031905882288767
Toyota,Other_Models,13,51000,Automatic,second,Petrol,Nov-24,260000,12.468436909997665
BMW,3 Series GT,6,71000,Automatic,first,Diesel,Nov-24,2550000,14.75160391713461
Mercedes-Benz,C-Class,10,58000,Automatic,first,Diesel,Nov-24,2149999,14.580977934987459
Toyota,Fortuner,1,2596,Manual,first,Diesel,Nov-24,3899999,15.176486854689585
Mahindra,Thar,2,24500,Automatic,first,Petrol,Nov-24,1410000,14.15910026235435
Honda,City,4,125000,Manual,first,Diesel,Nov-24,1075000,13.8878312195439
Maruti Suzuki,Ciaz,8,79000,Automatic,second,Petrol,Nov-24,600000,13.304684934198283
Toyota,Innova Crysta,6,118000,Automatic,second,Diesel,Nov-24,1999000,14.508157613482537
BMW,5 Series,8,75000,Automatic,first,Diesel,Sep-24,4000000,15.201804919084164
Mahindra,Other_Models,8,105000,Manual,second,Diesel,Nov-24,620000,13.337474757021274
Maruti Suzuki,Other_Models,4,35000,Manual,first,Petrol,Nov-24,851000,13.65416740755551
Audi,Other_Models,8,51000,Automatic,first,Diesel,May-24,3500000,15.068273526459642
Other_Brands,Seltos,3,30891,Automatic,first,Diesel,Nov-24,1875000,14.444119217386648
Hyundai,Other_Models,2,2500,Automatic,first,Petrol,Nov-24,1800000,14.403297222866392
Maruti Suzuki,Swift,6,32000,Manual,second,Petrol,Nov-24,575000,13.262125319779487
Mahindra,Thar,4,66000,Manual,first,Diesel,Nov-24,1425000,14.169682371684887
Other_Brands,Other_Models,9,75000,Automatic,first,Petrol,Nov-24,1375000,14.133964289082808
Other_Brands,Other_Models,6,71000,Manual,first,Diesel,Nov-24,1275000,14.058456736574664
BMW,3 Series GT,10,61000,Automatic,second,Diesel,Nov-24,1500000,14.22097566607244
Audi,A6,14,51000,Automatic,second,Petrol,Nov-24,1350000,14.115615150414612
Maruti Suzuki,Alto-K10,10,75000,Automatic,second,Petrol,Nov-24,310000,12.644327576461329
Hyundai,Other_Models,7,39500,Manual,first,Petrol,Oct-24,545000,13.208541073645382
Other_Brands,Other_Models,7,120000,Manual,first,Diesel,Nov-24,800000,13.592367006650065
Volkswagen,Polo,10,65000,Manual,first,Petrol,Nov-24,375000,12.834681304952548
Volkswagen,Other_Models,13,68900,Automatic,second,Diesel,Nov-24,555000,13.226723392728571
Mercedes-Benz,E-Class,8,68000,Automatic,first,Diesel,Nov-24,3090000,14.943681648873929
Other_Brands,Ecosport,10,80000,Automatic,second,Petrol,Nov-24,465000,13.049792684569493
Maruti Suzuki,Alto-K10,6,62000,Manual,first,Petrol,Nov-24,360000,12.793859310432293
Hyundai,Venue,3,55000,Manual,first,Diesel,Nov-24,1250000,14.038654109278484
Volkswagen,Polo,10,60000,Manual,second,Petrol,Nov-24,460000,13.038981768465277
Toyota,Innova Crysta,8,34000,Manual,first,Diesel,Nov-24,1395000,14.148404973237604
Other_Brands,Compass,8,49000,Automatic,first,Petrol,Nov-24,1151111,13.956238120934291
Hyundai,i20,9,36000,Manual,second,Petrol,Nov-24,450000,13.017002861746503
Mahindra,Other_Models,9,85000,Manual,second,Diesel,Nov-24,320000,12.676076274775909
Mahindra,Other_Models,2,35000,Automatic,second,Diesel,Nov-24,1050000,13.864300722133706
Honda,Amaze,10,160000,Manual,second,Diesel,Nov-24,275000,12.524526376648708
Maruti Suzuki,Swift,15,141000,Manual,second,Diesel,Nov-24,330000,12.706847933442663
Other_Brands,Other_Models,13,23100,Automatic,second,Diesel,Sep-24,4795000,15.383084266299676
Hyundai,Verna,11,100000,Manual,first,Petrol,Nov-24,950000,13.764217263576723
Hyundai,Other_Models,9,88000,Manual,second,Diesel,Nov-24,860000,13.664687668229691
Maruti Suzuki,Ciaz,8,76000,Manual,second,Petrol,Nov-24,480000,13.081541382884074
BMW,Other_Models,6,50000,Automatic,second,Diesel,Nov-24,4000000,15.201804919084164
Mercedes-Benz,Other_Models,11,48000,Automatic,first,Diesel,Nov-24,1745000,14.372265113618665
Mahindra,Other_Models,1,16666,Automatic,first,Diesel,Nov-24,2599999,14.771021618376253
Other_Brands,Other_Models,3,38917,Manual,first,Petrol,Nov-24,1225000,14.018451401960965
Maruti Suzuki,Baleno,9,55000,Automatic,first,Petrol,Oct-24,655000,13.39239051461739
Audi,Other_Models,10,42000,Automatic,second,Diesel,Nov-24,1050000,13.864300722133706
Other_Brands,Other_Models,10,84000,Manual,second,Diesel,Nov-24,500000,13.122363377404328
Hyundai,Other_Models,11,120000,Automatic,second,Diesel,Nov-24,550000,13.217673557208654
Maruti Suzuki,Ertiga,3,8638,Manual,first,Petrol,Nov-24,1150000,13.955272500339433
Maruti Suzuki,Other_Models,12,62000,Manual,second,Petrol,Nov-24,350000,12.765688433465597
Maruti Suzuki,Other_Models,12,62000,Manual,second,Petrol,Nov-24,350000,12.765688433465597
Honda,Amaze,11,86131,Manual,second,Diesel,Nov-24,300000,12.611537753638338
Maruti Suzuki,Swift,4,29000,Automatic,first,Petrol,Oct-24,765000,13.547631112808673
Other_Brands,Other_Models,1,260,Manual,first,Petrol,Nov-24,1495000,14.217636764806924
Hyundai,Verna,2,15120,Automatic,first,Petrol,Nov-24,1550000,14.253765488895429
Tata,Other_Models,4,21000,Manual,second,Petrol,Nov-24,535000,13.190022025878143
Other_Brands,Other_Models,3,11000,Automatic,first,Petrol,Nov-24,1850000,14.430696197054507
Maruti Suzuki,Ciaz,8,63000,Manual,first,Petrol,Oct-24,750000,13.527828485512494
Other_Brands,Rapid,4,41189,Automatic,first,Petrol,Oct-24,1225000,14.018451401960965
Mahindra,Other_Models,3,20000,Manual,first,Diesel,Nov-24,1945000,14.480772535034683
Mercedes-Benz,C-Class,14,64000,Automatic,second,Diesel,Nov-24,975000,13.790192749979985
Other_Brands,Seltos,5,62500,Manual,first,Diesel,Nov-24,945000,13.758940206475879
Toyota,Innova,13,121000,Manual,first,Diesel,Oct-24,400000,12.89921982609012
Maruti Suzuki,Swift,7,38000,Manual,second,Petrol,Nov-24,480000,13.081541382884074
Mahindra,Thar,4,30000,Automatic,first,Diesel,Nov-24,1540000,14.247292974389811
Maruti Suzuki,Other_Models,15,130000,Manual,second,Diesel,Nov-24,260000,12.468436909997665
Maruti Suzuki,Wagon-R,4,71000,Manual,first,Petrol,Nov-24,475000,13.071070083016778
Hyundai,Creta,2,4800,Automatic,second,Diesel,Nov-24,1950000,14.48333993053993
Maruti Suzuki,Baleno,8,59000,Manual,first,Petrol,Nov-24,515000,13.151922179645874
Honda,City,14,75875,Automatic,second,Petrol,Nov-24,295000,12.594730635321957
Other_Brands,Seltos,5,109000,Manual,first,Diesel,Nov-24,975000,13.790192749979985
Mercedes-Benz,E-Class,19,92000,Automatic,second,Diesel,Nov-24,500000,13.122363377404328
Other_Brands,Other_Models,11,41000,Automatic,second,Diesel,Nov-24,2525000,14.741751620691597
Maruti Suzuki,Other_Models,3,76000,Manual,first,Petrol,Nov-24,1000000,13.815510557964274
Other_Brands,Other_Models,5,12000,Automatic,first,Petrol,Nov-24,4450000,15.308414654142423
Hyundai,Verna,9,81982,Automatic,first,Diesel,Nov-24,695000,13.45166712454693
Mahindra,Other_Models,15,51258,Manual,first,Diesel,Nov-24,199000,12.201060103706629
Mahindra,Scorpio,8,59000,Manual,first,Diesel,Nov-24,850000,13.652991628466498
Mercedes-Benz,Other_Models,7,39000,Automatic,second,Diesel,Nov-24,5950000,15.598901777521812
Maruti Suzuki,Ertiga,4,38000,Automatic,first,Petrol,Nov-24,1155000,13.959610901938031
Maruti Suzuki,Swift,1,6000,Automatic,first,Petrol,Nov-24,1150000,13.955272500339433
BMW,Other_Models,9,53000,Automatic,second,Diesel,Nov-24,1399000,14.151268253647618
BMW,3 Series GT,11,99000,Automatic,second,Diesel,Oct-24,1750000,14.375126345899696
Mercedes-Benz,E-Class,13,73595,Automatic,second,Petrol,Oct-24,699000,13.457406021215947
Hyundai,Grand i10,7,51000,Manual,first,Petrol,Nov-24,475000,13.071070083016778
Hyundai,Verna,7,57546,Automatic,first,Petrol,Nov-24,849999,13.652990451995219
Mercedes-Benz,C-Class,9,96000,Automatic,second,Diesel,Oct-24,2300000,14.648419680899378
BMW,Other_Models,7,21000,Automatic,second,Petrol,Nov-24,4500000,15.319587954740548
Maruti Suzuki,Swift,7,48000,Automatic,second,Petrol,Nov-24,535000,13.190022025878143
Volkswagen,VentoTest,14,22000,Manual,first,Petrol,Nov-24,299999,12.61153442029945
Toyota,Fortuner,4,40000,Automatic,first,Diesel,Nov-24,4100000,15.226497531674536
Maruti Suzuki,Other_Models,4,22864,Automatic,first,Petrol,Nov-24,1095000,13.906264921232738
Maruti Suzuki,Vitara-Brezza,8,64000,Manual,first,Diesel,Nov-24,585000,13.279367126213993
Hyundai,Grand i10,12,88000,Manual,first,Diesel,Nov-24,410000,12.92391243868049
Other_Brands,Other_Models,14,30000,Manual,second,Petrol,Nov-24,149000,11.911701584927597
Hyundai,Grand i10 Nios,5,33145,Manual,first,Petrol,Oct-24,600000,13.304684934198283
Other_Brands,Rapid,14,60000,Manual,first,Petrol,Nov-24,220000,12.301382825334498
Mercedes-Benz,Other_Models,9,20800,Automatic,second,Petrol,Nov-24,1700000,14.346138809026444
Other_Brands,Compass,8,61000,Manual,second,Diesel,Nov-24,1150000,13.955272500339433
Maruti Suzuki,Ertiga,11,120000,Automatic,second,Diesel,Nov-24,425000,12.959844447906553
Mahindra,XUV500,9,87000,Manual,first,Diesel,Nov-24,1050000,13.864300722133706
Hyundai,Venue,3,38000,Manual,first,Petrol,Oct-24,1040000,13.854731271117556
Other_Brands,Compass,8,55000,Automatic,second,Petrol,Nov-24,1011000,13.82645049800261
Hyundai,Creta,6,35000,Manual,first,Diesel,Nov-24,1145000,13.950915194970477
Honda,City,14,82000,Automatic,second,Petrol,Nov-24,299000,12.608198852372823
Toyota,Innova Crysta,6,65000,Automatic,first,Diesel,Nov-24,1400000,14.151982794585487
Other_Brands,Duster,10,90000,Manual,first,Diesel,Oct-24,575000,13.262125319779487
Mercedes-Benz,E-Class,5,49000,Automatic,first,Petrol,Nov-24,4800000,15.38412647587812
Honda,City,2,9500,Automatic,first,Petrol,Nov-24,1475000,14.204168547756057
Other_Brands,Duster,12,86250,Manual,first,Diesel,Nov-24,290000,12.577636201962656
Toyota,Innova Crysta,9,190000,Manual,first,Diesel,Nov-24,1650000,14.316285845876763
Volkswagen,Other_Models,8,80000,Manual,first,Diesel,Sep-24,475000,13.071070083016778
Hyundai,Creta,4,96000,Automatic,first,Diesel,Nov-24,1700000,14.346138809026444
BMW,Other_Models,9,40000,Automatic,first,Diesel,Nov-24,2150000,14.580978400103845
Maruti Suzuki,Other_Models,6,65000,Manual,first,Petrol,Nov-24,925000,13.737549016494562
Maruti Suzuki,Swift,15,29000,Manual,first,Petrol,Nov-24,150000,11.918390573078392
Hyundai,i10,12,40000,Automatic,second,Petrol,Nov-24,200000,12.206072645530174
Mahindra,Scorpio,15,65000,Manual,second,Diesel,Nov-24,290000,12.577636201962656
Maruti Suzuki,Celerio,7,38000,Automatic,second,Petrol,Nov-24,380000,12.84792653170257
Maruti Suzuki,Wagon-R,10,66000,Automatic,second,Petrol,Nov-24,260000,12.468436909997665
Maruti Suzuki,Ciaz,6,29000,Manual,first,Petrol,Aug-24,850000,13.652991628466498
Toyota,Fortuner,9,90000,Manual,second,Diesel,Nov-24,1545000,14.250534468313983
Toyota,Other_Models,2,14100,Automatic,first,Petrol,Nov-24,2844000,14.860722069905268
Hyundai,Creta,10,88000,Manual,second,Diesel,Oct-24,750000,13.527828485512494
Maruti Suzuki,Other_Models,9,49000,Automatic,second,Petrol,Nov-24,599000,13.303016877097587
Maruti Suzuki,Celerio,9,36000,Automatic,first,Petrol,Nov-24,399999,12.899217326086994
Honda,Jazz,14,61000,Manual,second,Petrol,Nov-24,225000,12.323855681186558
Hyundai,Grand i10,7,62000,Manual,second,Petrol,Nov-24,375000,12.834681304952548
Hyundai,Creta,3,19000,Automatic,first,Diesel,Nov-24,2290000,14.644062375530423
Other_Brands,Other_Models,12,97763,Automatic,second,Diesel,Nov-24,1550000,14.253765488895429
Mercedes-Benz,Other_Models,6,28370,Automatic,first,Diesel,Oct-24,1999999,14.508657238524094
Other_Brands,Endeavour,9,86000,Automatic,first,Diesel,Oct-24,1825000,14.417090544998729
Hyundai,i10,14,68000,Manual,second,Petrol,Nov-24,230000,12.345834587905333
BMW,3 Series GT,10,61000,Automatic,second,Diesel,Nov-24,1500000,14.22097566607244
Other_Brands,Ecosport,6,54000,Manual,first,Diesel,Nov-24,810000,13.604789526648622
Hyundai,i20,15,72000,Automatic,second,Petrol,Nov-24,275000,12.524526376648708
Other_Brands,Other_Models,5,59000,Manual,first,Petrol,Nov-24,675000,13.422467969854667
Hyundai,Santro Xing,16,69000,Manual,second,Petrol,Nov-24,160000,11.982929094215963
Other_Brands,Rapid,10,59000,Automatic,second,Petrol,Oct-24,550000,13.217673557208654
Hyundai,Other_Models,9,64200,Automatic,first,Diesel,Nov-24,1175000,13.976778705560397
Audi,Other_Models,10,53000,Automatic,second,Diesel,Nov-24,1750000,14.375126345899696
Audi,A6,9,40000,Automatic,first,Diesel,Nov-24,1595000,14.282384294201082
Maruti Suzuki,Eeco,14,53750,Manual,first,Petrol,Nov-24,155000,11.951180395901384
Other_Brands,Seltos,3,15000,Automatic,first,Petrol,Nov-24,1800000,14.403297222866392
Maruti Suzuki,Wagon-R,14,75000,Manual,second,Petrol,Nov-24,245000,12.409013489526863
Maruti Suzuki,Omni,15,88000,Manual,second,Petrol,Nov-24,95000,11.461632170582678
Audi,Other_Models,7,110000,Automatic,first,Diesel,Nov-24,2299000,14.647984803745318
BMW,5 Series,12,76064,Automatic,second,Diesel,Nov-24,1425000,14.169682371684887
BMW,5 Series,7,41000,Automatic,second,Diesel,Nov-24,2990000,14.91078394536687
Mahindra,Other_Models,3,6789,Automatic,first,Diesel,Nov-24,2000000,14.508657738524219
Toyota,Other_Models,4,63000,Automatic,first,Diesel,Nov-24,4250000,15.2624295409006
Hyundai,Creta,7,84000,Manual,second,Diesel,Nov-24,1075000,13.8878312195439
Hyundai,Grand i10,8,50523,Manual,second,Petrol,Nov-24,370000,12.821258284620408
Mercedes-Benz,E-Class,11,74000,Automatic,first,Diesel,Nov-24,1384999,14.141209975581654
Volkswagen,Other_Models,7,52000,Automatic,first,Diesel,Nov-24,1915000,14.465228180596883
Mercedes-Benz,E-Class,3,25000,Automatic,first,Diesel,Nov-24,6500000,15.687312734865866
Toyota,Other_Models,5,38000,Automatic,first,Petrol,Nov-24,574000,13.260384675301703
Maruti Suzuki,Alto,14,55000,Manual,second,Petrol,Nov-24,115000,11.652687407345388
Toyota,Innova Crysta,1,6110,Manual,first,Diesel,Nov-24,2785000,14.83975843134352
Toyota,Innova,11,130000,Manual,first,Diesel,Nov-24,1360000,14.122995257712235
Toyota,Other_Models,11,108000,Automatic,first,Petrol,Nov-24,1400000,14.151982794585487
Honda,City,7,58000,Manual,first,Petrol,Nov-24,574000,13.260384675301703
Audi,Other_Models,10,42000,Automatic,second,Diesel,Nov-24,1050000,13.864300722133706
Mahindra,Thar,5,40000,Manual,first,Diesel,Nov-24,1195000,13.993656743347747
Maruti Suzuki,Swift,4,41000,Manual,first,Petrol,Nov-24,679000,13.428376406540833
Tata,Nexon,5,49000,Manual,first,Diesel,Nov-24,450000,13.017002861746503
Other_Brands,Other_Models,2,9900,Manual,first,Diesel,Nov-24,1550000,14.253765488895429
Other_Brands,KWID,8,67000,Manual,second,Petrol,Nov-24,250000,12.429216196844383
Maruti Suzuki,Swift,2,11000,Automatic,first,Petrol,Nov-24,725000,13.493926933836812
Volkswagen,Polo,5,35000,Automatic,first,Petrol,Nov-24,1170000,13.972514306773938
Honda,City,8,28000,Automatic,first,Petrol,Nov-24,685000,13.437174117244362
Maruti Suzuki,Celerio,8,142000,Automatic,first,Petrol,Nov-24,345000,12.751299696013497
Mahindra,Other_Models,31,0,Manual,second,Diesel,Nov-24,275000,12.524526376648708
Hyundai,i20,11,62000,Manual,first,Petrol,Nov-24,421000,12.950388112664518
Other_Brands,KWID,6,18000,Manual,first,Petrol,Nov-24,325000,12.691580461311874
Maruti Suzuki,Other_Models,10,72000,Manual,first,Diesel,Jul-24,450000,13.017002861746503
Hyundai,i20,6,48000,Manual,first,Petrol,Nov-24,525000,13.17115354157376
Maruti Suzuki,Alto-K10,8,65000,Automatic,first,Petrol,Nov-24,300000,12.611537753638338
Toyota,Innova,11,130000,Manual,first,Diesel,Nov-24,1360000,14.122995257712235
Audi,Other_Models,11,57000,Automatic,first,Diesel,Nov-24,1285000,14.066269276311457
Maruti Suzuki,Ciaz,6,73000,Automatic,second,Petrol,Nov-24,695000,13.45166712454693
Other_Brands,Other_Models,11,78000,Automatic,first,Diesel,Nov-24,995000,13.81049801614073
BMW,5 Series,15,130000,Automatic,second,Petrol,Nov-24,280000,12.542544882151386
Hyundai,i20,13,74000,Manual,second,Petrol,Nov-24,250000,12.429216196844383
Maruti Suzuki,Alto-K10,10,18000,Automatic,second,Petrol,Nov-24,350000,12.765688433465597
Honda,City,12,85000,Automatic,second,Petrol,Nov-24,400000,12.89921982609012
Maruti Suzuki,Celerio,8,67000,Automatic,second,Petrol,Nov-24,450000,13.017002861746503
Maruti Suzuki,Alto-800,2,9000,Manual,first,Petrol,Nov-24,490000,13.102160670086809
Mahindra,Scorpio,10,76000,Manual,second,Diesel,Nov-24,850000,13.652991628466498
Maruti Suzuki,Swift,6,7000,Automatic,second,Petrol,Nov-24,650000,13.38472764187182
Maruti Suzuki,Other_Models,1,1600,Manual,first,Petrol,Nov-24,1350000,14.115615150414612
Hyundai,Other_Models,13,71000,Automatic,second,Petrol,Nov-24,445000,13.005829561148378
Maruti Suzuki,Other_Models,1,1600,Manual,first,Petrol,Nov-24,1350000,14.115615150414612
Honda,Other_Models,8,50000,Manual,second,Diesel,Nov-24,725000,13.493926933836812
Maruti Suzuki,Swift,7,42175,Automatic,first,Petrol,Oct-24,429000,12.969212197910155
Toyota,Other_Models,13,115000,Manual,second,Diesel,Nov-24,325000,12.691580461311874
Audi,Other_Models,11,45000,Automatic,second,Diesel,Nov-24,1200000,13.997832114758229
Honda,Jazz,9,46000,Automatic,second,Petrol,Nov-24,450000,13.017002861746503
Other_Brands,Other_Models,13,160000,Manual,first,Diesel,Nov-24,260000,12.468436909997665
Maruti Suzuki,Ciaz,10,110000,Manual,second,Diesel,Nov-24,530000,13.180632285528304
Other_Brands,Endeavour,4,23000,Automatic,second,Diesel,Nov-24,3150000,14.962913010801817
Hyundai,i20,13,79000,Manual,first,Diesel,Nov-24,220000,12.301382825334498
Hyundai,Creta,9,72000,Automatic,first,Diesel,Nov-24,685000,13.437174117244362
Toyota,Corolla Altis,9,61000,Automatic,second,Petrol,Nov-24,845000,13.64709190633931
Other_Brands,Seltos,2,27000,Automatic,first,Diesel,Nov-24,1775000,14.389310980891652
Toyota,Innova,10,98525,Manual,second,Diesel,Oct-24,695000,13.45166712454693
Maruti Suzuki,Alto-K10,14,59000,Manual,first,Petrol,Nov-24,260000,12.468436909997665
Volkswagen,Other_Models,8,99000,Manual,first,Diesel,Nov-24,649000,13.383187995686226
Other_Brands,Other_Models,8,68000,Manual,second,Diesel,Nov-24,1195000,13.993656743347747
Other_Brands,Other_Models,3,10000,Automatic,first,Petrol,Nov-24,1361000,14.123730281633604
Toyota,Innova,19,190000,Manual,second,Diesel,Nov-24,410000,12.92391243868049
Hyundai,Eon,12,80000,Manual,second,Petrol,Nov-24,195000,12.180754837545884
Tata,Other_Models,12,100000,Manual,second,Diesel,Nov-24,150000,11.918390573078392
Maruti Suzuki,Wagon-R,11,78000,Manual,second,Petrol,Nov-24,175000,12.072541252905651
Other_Brands,Other_Models,12,46200,Manual,first,Petrol,Nov-24,159000,11.976659481202368
Maruti Suzuki,Swift-Dzire,8,81000,Automatic,first,Diesel,Nov-24,650000,13.38472764187182
Maruti Suzuki,Vitara-Brezza,7,30000,Manual,first,Diesel,Nov-24,965000,13.779883380321124
Maruti Suzuki,Other_Models,6,100000,Manual,second,Diesel,Nov-24,750000,13.527828485512494
Other_Brands,Other_Models,13,28000,Automatic,second,Petrol,Nov-24,1990000,14.503645196700676
Mahindra,XUV500,7,88000,Automatic,second,Diesel,Nov-24,890000,13.698976741708323
Hyundai,Verna,2,12700,Manual,first,Petrol,Nov-24,1575000,14.269765830241871
Mercedes-Benz,C-Class,4,14000,Automatic,first,Diesel,Nov-24,5250000,15.473738634567807
