brand,model,age,km_driven,transmission,owner,fuel_type,posted_date,ask_price,log_price
Maruti Suzuki,Other_Models,7,83500,Automatic,first,Diesel,Nov-24,680000,13.42984807715229
Other_Brands,Other_Models,3,19000,Automatic,second,Petrol,Nov-24,2290000,14.644062375530423
Other_Brands,Endeavour,8,72000,Automatic,first,Diesel,Nov-24,1850000,14.430696197054507
Maruti Suzuki,Swift-Dzire,10,51700,Manual,second,Petrol,Nov-24,425000,12.959844447906553
Other_Brands,Other_Models,5,37000,Manual,first,Petrol,Nov-24,399000,12.896716695872
Other_Brands,Other_Models,8,16800,Automatic,second,Diesel,Nov-24,6900000,15.747031969567487
Maruti Suzuki,Wagon-R-1-0,4,38500,Manual,first,Hybrid/CNG,Oct-24,539000,13.197470849891134
Maruti Suzuki,Eeco,12,90000,Automatic,second,Hybrid/CNG,Nov-24,200000,12.206072645530174
Toyota,Innova,11,167000,Manual,second,Diesel,Oct-24,1200000,13.997832114758229
Audi,Other_Models,10,42000,Automatic,second,Diesel,Nov-24,1050000,13.864300722133706
Maruti Suzuki,Swift-Dzire,14,77211,Manual,second,Petrol,Nov-24,270000,12.506177237980511
Volkswagen,Polo,5,35000,Automatic,first,Petrol,Nov-24,1185000,13.985253332551368
Honda,Other_Models,12,55000,Manual,second,Petrol,Nov-24,379799,12.847397444392138
Mahindra,Other_Models,2,17000,Automatic,first,Diesel,Nov-24,2199000,14.603513269536899
Maruti Suzuki,Baleno,3,17511,Manual,first,Petrol,Nov-24,865000,13.670484785914017
Toyota,Other_Models,10,145000,Manual,second,Diesel,Nov-24,539000,13.197470849891134
Maruti Suzuki,Baleno,4,65000,Manual,first,Petrol,Nov-24,680000,13.42984807715229
Hyundai,Creta,8,76000,Manual,first,Diesel,Nov-24,880000,13.687677186454389
Maruti Suzuki,Alto-K10,11,34000,Automatic,second,Petrol,Nov-24,235000,12.367340793126296
Hyundai,Other_Models,8,74310,Automatic,second,Diesel,Nov-24,1025000,13.840203170554645
Maruti Suzuki,Swift-Dzire,9,78000,Manual,second,Diesel,Nov-24,520000,13.16158409055761
Mahindra,Other_Models,1,5000,Automatic,first,Hybrid/CNG,Nov-24,1000000,13.815510557964274
Toyota,Corolla Altis,9,118000,Automatic,first,Petrol,Nov-24,799000,13.591116224748411
Other_Brands,Other_Models,9,50000,Manual,second,Petrol,Nov-24,330000,12.706847933442663
Mahindra,Scorpio,7,71000,Manual,first,Diesel,Nov-24,895000,13.704578997256993
Tata,Other_Models,9,50000,Automatic,second,Hybrid/CNG,Nov-24,90000,11.407564949312402
Maruti Suzuki,Baleno,6,61000,Automatic,first,Petrol,Nov-24,600000,13.304684934198283
Toyota,Innova Crysta,5,106000,Manual,first,Diesel,Nov-24,2250000,14.626440774180603
Other_Brands,Endeavour,8,60000,Automatic,first,Diesel,Nov-24,1995000,14.506154608306101
Maruti Suzuki,Wagon-R,3,80000,Automatic,first,Hybrid/CNG,Nov-24,520000,13.16158409055761
Other_Brands,Compass,3,21000,Automatic,first,Diesel,Oct-24,2525111,14.741795580121407
Hyundai,i20,6,55000,Manual,first,Hybrid/CNG,Nov-24,495000,13.112313041550827
Maruti Suzuki,Alto-K10,8,45000,Manual,first,Petrol,Nov-24,290000,12.577636201962656
Maruti Suzuki,Swift,10,10,Manual,second,Hybrid/CNG,Nov-24,380000,12.84792653170257
Maruti Suzuki,Other_Models,11,59000,Manual,second,Petrol,Nov-24,398000,12.894207284266574
Honda,City,11,79000,Manual,second,Hybrid/CNG,Nov-24,445000,13.005829561148378
Maruti Suzuki,Other_Models,7,46000,Automatic,second,Petrol,Nov-24,670000,13.415032991367148
Maruti Suzuki,Other_Models,3,9665,Automatic,first,Petrol,Nov-24,690000,13.444446876573442
Hyundai,i10,14,81851,Manual,first,Petrol,Nov-24,249999,12.429212196836383
Maruti Suzuki,Ertiga,5,30000,Manual,first,Petrol,Nov-24,875000,13.681979165339751
Other_Brands,Other_Models,4,29000,Automatic,first,Petrol,Nov-24,1075000,13.8878312195439
Maruti Suzuki,Swift,3,40000,Automatic,first,Diesel,Nov-24,765000,13.547631112808673
Maruti Suzuki,Swift,9,117000,Manual,second,Diesel,Nov-24,570000,13.253391639810733
Maruti Suzuki,Swift,2,8235,Manual,first,Petrol,Nov-24,795000,13.58609739363647
Toyota,Other_Models,4,33000,Automatic,first,Diesel,Nov-24,3950000,15.189226136877304
Hyundai,i10,15,90000,Automatic,second,Petrol,Nov-24,175999,12.078233592185965
Honda,City,8,45730,Automatic,second,Hybrid/CNG,Nov-24,710000,13.473020249017498
Other_Brands,Ecosport,11,50000,Automatic,second,Petrol,Nov-24,520000,13.16158409055761
Maruti Suzuki,Eeco,3,66000,Manual,second,Hybrid/CNG,Nov-24,525000,13.17115354157376
Maruti Suzuki,Celerio,6,155000,Manual,second,Hybrid/CNG,Nov-24,440000,12.994530005894443
Maruti Suzuki,Swift-Dzire,12,152000,Manual,first,Diesel,Nov-24,400000,12.89921982609012
Maruti Suzuki,Wagon-R-1-0,7,80000,Automatic,first,Hybrid/CNG,Nov-24,455000,13.028052697933088
Other_Brands,Other_Models,9,120000,Manual,second,Diesel,Nov-24,240000,12.388394202324129
Hyundai,Grand i10,8,65000,Manual,second,Hybrid/CNG,Nov-24,374000,12.832011076396668
Maruti Suzuki,Eeco,14,38000,Automatic,first,Petrol,Nov-24,265000,12.487485104968359
Maruti Suzuki,Other_Models,14,90000,Automatic,second,Hybrid/CNG,Nov-24,160000,11.982929094215963
Maruti Suzuki,Wagon-R,7,19000,Automatic,first,Petrol,Nov-24,375000,12.834681304952548
Maruti Suzuki,Ritz,13,65500,Manual,first,Diesel,Nov-24,330000,12.706847933442663
Other_Brands,Ecosport,10,78000,Manual,second,Diesel,Nov-24,340000,12.736700896592344
Other_Brands,Ecosport,6,41538,Automatic,first,Hybrid/CNG,Nov-24,775000,13.560618308335483
Volkswagen,Other_Models,12,90233,Manual,first,Diesel,Sep-24,699999,13.458834185453092
Maruti Suzuki,Vitara-Brezza,6,83000,Automatic,first,Diesel,Sep-24,775000,13.560618308335483
Hyundai,Creta,8,81000,Automatic,first,Petrol,Nov-24,725000,13.493926933836812
Hyundai,Other_Models,14,100000,Automatic,second,Hybrid/CNG,Nov-24,95000,11.461632170582678
Volkswagen,Polo,10,77200,Automatic,second,Petrol,Nov-24,449999,13.017000639521811
Hyundai,Other_Models,2,41000,Automatic,first,Hybrid/CNG,Nov-24,200000,12.206072645530174
Hyundai,i10,16,88000,Automatic,second,Petrol,Nov-24,290000,12.577636201962656
Other_Brands,Other_Models,15,112329,Manual,second,Hybrid/CNG,Nov-24,115000,11.652687407345388
Hyundai,i20,16,119725,Manual,second,Petrol,Nov-24,190000,12.154779351142624
Maruti Suzuki,Ciaz,8,52145,Manual,first,Diesel,Nov-24,580000,13.270783382522602
Mercedes-Benz,Other_Models,2,7000,Automatic,first,Diesel,Nov-24,3800000,15.150511624696614
Maruti Suzuki,Vitara-Brezza,6,63000,Manual,first,Diesel,Nov-24,845000,13.64709190633931
Audi,A6,7,48000,Automatic,second,Diesel,Nov-24,2475000,14.721750953984929
Maruti Suzuki,Other_Models,2,27000,Automatic,first,Hybrid/CNG,Nov-24,1670000,14.328334184392938
Hyundai,Other_Models,14,75000,Manual,second,Hybrid/CNG,Nov-24,180000,12.100712129872347
Maruti Suzuki,Wagon-R,12,67980,Manual,first,Petrol,Nov-24,299000,12.608198852372823
Mahindra,XUV500,10,72000,Manual,second,Diesel,Oct-24,690000,13.444446876573442
Toyota,Other_Models,13,86000,Manual,first,Diesel,Nov-24,345000,12.751299696013497
Tata,Nexon,6,20000,Automatic,second,Petrol,Nov-24,579000,13.269057756555132
Honda,City,5,33000,Automatic,first,Petrol,Nov-24,1185000,13.985253332551368
Hyundai,Verna,5,80899,Manual,first,Diesel,Nov-24,1300000,14.077874822431765
Mercedes-Benz,E-Class,7,63000,Automatic,first,Diesel,Nov-24,4350000,15.285686403064867
Maruti Suzuki,Alto-800,11,70000,Manual,second,Hybrid/CNG,Nov-24,220000,12.301382825334498
BMW,5 Series,11,94000,Automatic,second,Diesel,Nov-24,1349000,14.114874135189893
Maruti Suzuki,Other_Models,8,22270,Manual,first,Petrol,Nov-24,425000,12.959844447906553
Honda,Jazz,9,86000,Manual,second,Diesel,Nov-24,460000,13.038981768465277
Honda,City,14,86530,Manual,second,Hybrid/CNG,Oct-24,225000,12.323855681186558
Maruti Suzuki,Celerio,8,85000,Automatic,second,Hybrid/CNG,Nov-24,305000,12.628067055589549
Maruti Suzuki,Other_Models,14,117000,Manual,first,Diesel,Nov-24,249999,12.429212196836383
Mercedes-Benz,Other_Models,9,84067,Automatic,first,Diesel,Nov-24,2575000,14.761360092079974
Maruti Suzuki,Alto,14,80000,Automatic,second,Petrol,Nov-24,89000,11.396391648714276
Maruti Suzuki,Wagon-R,2,40000,Manual,second,Hybrid/CNG,Nov-24,550000,13.217673557208654
Hyundai,i10,14,47000,Manual,second,Petrol,Nov-24,265000,12.487485104968359
Toyota,Innova Crysta,6,71000,Manual,first,Diesel,Nov-24,1625000,14.301018373745976
Maruti Suzuki,Ertiga,4,49780,Manual,first,Petrol,Nov-24,894000,13.703461054155651
Maruti Suzuki,Wagon-R-1-0,11,27000,Manual,first,Petrol,Nov-24,435000,12.983101310070822
Toyota,Other_Models,5,36000,Automatic,first,Hybrid/CNG,Nov-24,2800000,14.845129975145433
Honda,Amaze,10,71000,Manual,first,Petrol,Nov-24,275000,12.524526376648708
Audi,A6,10,84000,Automatic,first,Diesel,Nov-24,1951000,14.483852619605248
Maruti Suzuki,Swift-Dzire,5,19150,Automatic,first,Petrol,Nov-24,700000,13.458835614025542
Audi,A6,11,65000,Automatic,second,Diesel,Nov-24,990000,13.805460222110773
Other_Brands,Compass,7,113000,Manual,second,Diesel,Nov-24,895000,13.704578997256993
Mahindra,Other_Models,10,78000,Manual,second,Diesel,Nov-24,399000,12.896716695872
Volkswagen,Polo,8,91000,Automatic,second,Petrol,Nov-24,775000,13.560618308335483
Maruti Suzuki,Wagon-R-1-0,11,70000,Manual,first,Hybrid/CNG,Nov-24,340000,12.736700896592344
Other_Brands,KWID,8,42193,Automatic,second,Petrol,Nov-24,390000,12.873902018105829
Hyundai,i20,6,40000,Manual,first,Hybrid/CNG,Nov-24,545000,13.208541073645382
Mahindra,Other_Models,3,14555,Automatic,first,Diesel,Nov-24,1095000,13.906264921232738
Maruti Suzuki,Vitara-Brezza,2,3000,Manual,first,Petrol,Nov-24,1300000,14.077874822431765
Mahindra,XUV500,10,65000,Manual,first,Diesel,Nov-24,1095000,13.906264921232738
Maruti Suzuki,Alto-800,13,66000,Manual,second,Petrol,Nov-24,175000,12.072541252905651
Mahindra,XUV500,12,81000,Manual,first,Diesel,Nov-24,575000,13.262125319779487
Other_Brands,Other_Models,15,25000,Manual,second,Petrol,Nov-24,130000,11.77528972943772
Maruti Suzuki,Celerio,6,60000,Automatic,first,Hybrid/CNG,Nov-24,511000,13.144124869185841
Hyundai,Grand i10,8,65000,Manual,second,Hybrid/CNG,Nov-24,374000,12.832011076396668
Tata,Tiago,5,58000,Automatic,first,Hybrid/CNG,Nov-24,575000,13.262125319779487
BMW,Other_Models,2,3500,Automatic,first,Petrol,Nov-24,5610000,15.540061277498879
Maruti Suzuki,Wagon-R,9,56000,Automatic,first,Petrol,Oct-24,525000,13.17115354157376
Maruti Suzuki,Wagon-R,5,70000,Manual,first,Hybrid/CNG,Nov-24,425000,12.959844447906553
Hyundai,Other_Models,3,72000,Automatic,first,Diesel,Nov-24,1545000,14.250534468313983
Maruti Suzuki,Eeco,5,50000,Manual,second,Petrol,Nov-24,475000,13.071070083016778
Maruti Suzuki,Swift,15,50000,Manual,second,Hybrid/CNG,Nov-24,135000,11.813030057420567
Tata,Nexon,6,38096,Manual,first,Diesel,Nov-24,650000,13.38472764187182
Mahindra,Other_Models,11,83000,Automatic,second,Diesel,Nov-24,525000,13.17115354157376
Mercedes-Benz,Other_Models,11,75000,Automatic,second,Diesel,Nov-24,2990000,14.91078394536687
Maruti Suzuki,Celerio,4,62000,Manual,first,Hybrid/CNG,Nov-24,450000,13.017002861746503
Maruti Suzuki,Eeco,4,165000,Automatic,first,Hybrid/CNG,Oct-24,540000,13.199324418540456
Maruti Suzuki,Swift-Dzire,8,61000,Automatic,second,Hybrid/CNG,Nov-24,465000,13.049792684569493
Other_Brands,Other_Models,13,78000,Automatic,second,Diesel,Nov-24,350000,12.765688433465597
Hyundai,Verna,11,88000,Manual,second,Hybrid/CNG,Nov-24,399000,12.896716695872
Maruti Suzuki,Vitara-Brezza,9,84500,Manual,first,Diesel,Nov-24,626000,13.347105650082236
Maruti Suzuki,Ciaz,7,94000,Automatic,first,Hybrid/CNG,Nov-24,510000,13.142166004700508
Maruti Suzuki,Other_Models,7,40000,Manual,first,Petrol,Nov-24,500000,13.122363377404328
Hyundai,Creta,8,41000,Automatic,first,Hybrid/CNG,Nov-24,699000,13.457406021215947
Hyundai,Verna,7,78000,Manual,first,Diesel,Nov-24,875000,13.681979165339751
Maruti Suzuki,Alto-800,9,85000,Manual,second,Hybrid/CNG,Nov-24,345000,12.751299696013497
Honda,Amaze,10,117000,Manual,second,Petrol,Nov-24,300000,12.611537753638338
Toyota,Corolla Altis,14,89000,Automatic,second,Hybrid/CNG,Nov-24,365000,12.80765263256463
Mahindra,XUV500,9,111821,Manual,first,Diesel,Nov-24,750000,13.527828485512494
Maruti Suzuki,Ertiga,13,148723,Manual,second,Hybrid/CNG,Nov-24,360000,12.793859310432293
Hyundai,i10,13,77000,Automatic,second,Hybrid/CNG,Nov-24,165000,12.013700752882718
Honda,City,6,45000,Automatic,second,Petrol,Nov-24,845000,13.64709190633931
Maruti Suzuki,Wagon-R,14,84750,Manual,second,Hybrid/CNG,Nov-24,165000,12.013700752882718
Hyundai,Grand i10 Nios,4,8000,Automatic,second,Petrol,Nov-24,675000,13.422467969854667
Other_Brands,KWID,6,16000,Automatic,first,Petrol,Nov-24,420000,12.948009990259552
Maruti Suzuki,Baleno,8,60000,Manual,second,Petrol,Nov-24,500000,13.122363377404328
Toyota,Other_Models,10,81000,Manual,first,Diesel,Nov-24,459000,13.036805489042683
Honda,Other_Models,6,38000,Manual,first,Petrol,Nov-24,640000,13.369223455335854
Mercedes-Benz,Other_Models,11,41000,Automatic,second,Petrol,Nov-24,1040000,13.854731271117556
Mercedes-Benz,Other_Models,7,63000,Automatic,second,Diesel,Nov-24,1800000,14.403297222866392
Mahindra,XUV500,7,51000,Automatic,first,Diesel,Nov-24,1035000,13.849911984681606
Maruti Suzuki,Swift-Dzire,7,68000,Manual,first,Diesel,Nov-24,430000,12.971540487669746
Other_Brands,Other_Models,13,108000,Manual,second,Diesel,Nov-24,300000,12.611537753638338
Other_Brands,Other_Models,5,55000,Automatic,first,Diesel,Oct-24,4500000,15.319587954740548
Hyundai,i20,12,68000,Manual,first,Hybrid/CNG,Nov-24,298000,12.604848765487542
Maruti Suzuki,Ertiga,6,68000,Manual,first,Hybrid/CNG,Nov-24,967000,13.781953774435431
Honda,City,9,79000,Automatic,second,Petrol,Nov-24,675000,13.422467969854667
Other_Brands,Other_Models,10,65000,Automatic,first,Diesel,Nov-24,2000000,14.508657738524219
Toyota,Corolla Altis,16,92000,Automatic,second,Hybrid/CNG,Nov-24,370000,12.821258284620408
Mercedes-Benz,C-Class,8,55000,Automatic,first,Diesel,Nov-24,2399000,14.690562541821832
Hyundai,Eon,11,52000,Manual,first,Petrol,Oct-24,245000,12.409013489526863
Maruti Suzuki,Swift-Dzire,7,75000,Manual,second,Diesel,Nov-24,550000,13.217673557208654
Maruti Suzuki,Swift-Dzire,2,97000,Automatic,first,Hybrid/CNG,Nov-24,740000,13.514405465180353
Tata,Other_Models,2,29000,Manual,first,Hybrid/CNG,Nov-24,875000,13.681979165339751
Maruti Suzuki,Eeco,4,52000,Automatic,first,Hybrid/CNG,Oct-24,500000,13.122363377404328
BMW,5 Series,13,75000,Automatic,second,Diesel,Nov-24,1525000,14.237504968023648
Maruti Suzuki,Swift,6,7000,Automatic,second,Petrol,Nov-24,650000,13.38472764187182
Maruti Suzuki,Ertiga,10,48000,Manual,first,Hybrid/CNG,Nov-24,741000,13.515755904278224
Maruti Suzuki,Other_Models,15,87000,Manual,second,Hybrid/CNG,Nov-24,150000,11.918390573078392
Maruti Suzuki,Ritz,9,103000,Manual,second,Petrol,Nov-24,350000,12.765688433465597
Maruti Suzuki,Swift,9,65000,Manual,first,Diesel,Nov-24,550000,13.217673557208654
Maruti Suzuki,Ertiga,2,21000,Automatic,first,Hybrid/CNG,Nov-24,1260000,14.04662227892766
Honda,City,16,85000,Automatic,second,Hybrid/CNG,Nov-24,351000,12.768541502448002
Maruti Suzuki,Other_Models,8,82000,Manual,first,Diesel,Nov-24,720000,13.487006490992238
Other_Brands,Other_Models,12,50000,Manual,second,Petrol,Sep-24,245000,12.409013489526863
Mercedes-Benz,Other_Models,11,157000,Automatic,second,Diesel,Nov-24,1275000,14.058456736574664
Volkswagen,VentoTest,12,113000,Automatic,second,Hybrid/CNG,Nov-24,350000,12.765688433465597
Toyota,Other_Models,10,160,Automatic,second,Hybrid/CNG,Nov-24,999999,13.815509557963773
Toyota,Innova,18,174000,Manual,first,Diesel,Nov-24,649999,13.384726103409099
Audi,A6,11,16500,Automatic,first,Diesel,Nov-24,1590000,14.279244574196415
Mahindra,Thar,3,52000,Manual,first,Diesel,Oct-24,1375000,14.133964289082808
Hyundai,Other_Models,11,102000,Automatic,second,Petrol,Nov-24,575000,13.262125319779487
Other_Brands,Other_Models,10,36338,Automatic,first,Diesel,Nov-24,2700000,14.808762330974558
Other_Brands,Other_Models,13,65000,Manual,second,Diesel,Nov-24,199000,12.201060103706629
Maruti Suzuki,Wagon-R,10,123000,Manual,second,Petrol,Nov-24,350000,12.765688433465597
Audi,Other_Models,11,80000,Automatic,first,Diesel,Nov-24,750000,13.527828485512494
Hyundai,Creta,6,75000,Automatic,first,Diesel,Nov-24,1075000,13.8878312195439
Other_Brands,Ecosport,8,99000,Manual,first,Diesel,Nov-24,790000,13.579788224443204
Mahindra,Other_Models,8,82000,Manual,first,Diesel,Oct-24,680000,13.42984807715229
Hyundai,Venue,5,23000,Manual,first,Petrol,Nov-24,599000,13.303016877097587
Audi,Other_Models,12,78649,Automatic,second,Diesel,Nov-24,975000,13.790192749979985
Maruti Suzuki,Eeco,1,25000,Automatic,first,Hybrid/CNG,Nov-24,850000,13.652991628466498
Toyota,Corolla Altis,10,83652,Manual,second,Hybrid/CNG,Nov-24,575000,13.262125319779487
Mercedes-Benz,Other_Models,7,85000,Automatic,first,Diesel,Nov-24,2150000,14.580978400103845
Maruti Suzuki,Baleno,5,37800,Manual,first,Petrol,Nov-24,615000,13.329377546788654
Tata,Tiago,5,58000,Automatic,first,Hybrid/CNG,Nov-24,475000,13.071070083016778
Hyundai,Grand i10,10,54000,Automatic,first,Hybrid/CNG,Nov-24,429000,12.969212197910155
Toyota,Innova,16,98000,Manual,second,Diesel,Nov-24,615000,13.329377546788654
Maruti Suzuki,Ciaz,7,72386,Automatic,first,Hybrid/CNG,Aug-24,690000,13.444446876573442
Mahindra,XUV500,13,142000,Manual,second,Diesel,Nov-24,700000,13.458835614025542
BMW,3 Series GT,10,61000,Automatic,second,Diesel,Nov-24,1500000,14.22097566607244
Toyota,Other_Models,9,130000,Automatic,second,Hybrid/CNG,Nov-24,1275000,14.058456736574664
Mercedes-Benz,Other_Models,11,105000,Automatic,first,Diesel,Nov-24,1400000,14.151982794585487
Mahindra,Other_Models,1,0,Manual,first,Diesel,Nov-24,1424700,14.169471823205322
Honda,Other_Models,8,88000,Manual,second,Diesel,Nov-24,525000,13.17115354157376
Mahindra,Thar,3,60000,Automatic,first,Diesel,Nov-24,1373000,14.132508684750109
Maruti Suzuki,Wagon-R,14,65000,Manual,first,Hybrid/CNG,Nov-24,250000,12.429216196844383
Maruti Suzuki,Ertiga,4,53000,Automatic,second,Hybrid/CNG,Nov-24,950000,13.764217263576723
Hyundai,Verna,6,47500,Automatic,second,Hybrid/CNG,Nov-24,785000,13.573438996764546
Hyundai,Other_Models,4,43000,Automatic,first,Hybrid/CNG,Nov-24,599000,13.303016877097587
Hyundai,Creta,8,63441,Automatic,first,Petrol,Nov-24,950000,13.764217263576723
Honda,City,6,55000,Manual,first,Hybrid/CNG,Nov-24,825000,13.623138665316818
Honda,City,11,93000,Automatic,first,Hybrid/CNG,Oct-24,785000,13.573438996764546
Hyundai,Grand i10,8,66000,Automatic,first,Petrol,Oct-24,520000,13.16158409055761
Hyundai,i20,6,78000,Automatic,first,Hybrid/CNG,Nov-24,540000,13.199324418540456
Other_Brands,Other_Models,3,30000,Automatic,second,Petrol,Nov-24,750000,13.527828485512494
Honda,Amaze,10,48000,Manual,second,Petrol,Nov-24,425000,12.959844447906553
Maruti Suzuki,Other_Models,4,50000,Manual,first,Hybrid/CNG,Nov-24,580000,13.270783382522602
Hyundai,i20,15,64000,Manual,second,Petrol,Nov-24,199000,12.201060103706629
Hyundai,Verna,11,80000,Manual,first,Diesel,Nov-24,650000,13.38472764187182
Maruti Suzuki,Ertiga,6,71000,Manual,second,Diesel,Nov-24,990000,13.805460222110773
Hyundai,Other_Models,7,105000,Automatic,second,Hybrid/CNG,Nov-24,325000,12.691580461311874
Mercedes-Benz,Other_Models,8,66000,Automatic,second,Diesel,Nov-24,5400000,15.501909511534503
Mahindra,XUV500,14,95000,Manual,second,Diesel,Nov-24,690000,13.444446876573442
Hyundai,Grand i10,7,50000,Manual,second,Petrol,Oct-24,435000,12.983101310070822
Other_Brands,Other_Models,8,85000,Automatic,second,Diesel,Nov-24,1651000,14.316891722902264
Maruti Suzuki,Swift,10,39000,Manual,first,Petrol,Nov-24,445000,13.005829561148378
Other_Brands,Seltos,5,45759,Automatic,first,Petrol,Nov-24,1346000,14.112647789186811
Hyundai,Other_Models,12,41258,Manual,second,Petrol,Nov-24,195000,12.180754837545884
Maruti Suzuki,Ertiga,12,120000,Manual,second,Hybrid/CNG,Nov-24,350000,12.765688433465597
Maruti Suzuki,Wagon-R,11,95000,Manual,second,Hybrid/CNG,Nov-24,299999,12.61153442029945
Other_Brands,Other_Models,12,98530,Manual,first,Petrol,Nov-24,245000,12.409013489526863
Honda,City,8,75000,Automatic,second,Petrol,Nov-24,765000,13.547631112808673
Tata,Other_Models,3,12000,Manual,first,Petrol,Nov-24,660000,13.399995114002609
Toyota,Corolla Altis,14,81000,Automatic,second,Hybrid/CNG,Nov-24,425000,12.959844447906553
Maruti Suzuki,Wagon-R,7,114000,Manual,second,Hybrid/CNG,Nov-24,290000,12.577636201962656
Maruti Suzuki,Omni,18,75000,Automatic,first,Hybrid/CNG,Nov-24,87000,11.37366339763672
Toyota,Fortuner,14,89000,Manual,second,Diesel,Nov-24,1050000,13.864300722133706
Volkswagen,Other_Models,8,51000,Manual,second,Petrol,Nov-24,340000,12.736700896592344
Other_Brands,Other_Models,8,75000,Automatic,second,Hybrid/CNG,Nov-24,290000,12.577636201962656
Maruti Suzuki,Swift,10,65000,Manual,first,Hybrid/CNG,Aug-24,460000,13.038981768465277
Other_Brands,Rapid,10,77000,Automatic,second,Diesel,Nov-24,395000,12.886641043883259
Maruti Suzuki,Wagon-R,9,75000,Manual,first,Hybrid/CNG,Nov-24,315000,12.66032791780777
Other_Brands,Other_Models,4,36250,Manual,first,Petrol,Nov-24,575000,13.262125319779487
Hyundai,i10,15,105000,Manual,second,Petrol,Nov-24,130000,11.77528972943772
Maruti Suzuki,Swift-Dzire,8,124000,Manual,second,Diesel,Nov-24,515000,13.151922179645874
Maruti Suzuki,Alto,8,164963,Automatic,first,Hybrid/CNG,Nov-24,750000,13.527828485512494
Mahindra,Thar,3,40000,Manual,first,Diesel,Nov-24,1420000,14.166167429577444
Toyota,Other_Models,9,110000,Manual,second,Petrol,Nov-24,430000,12.971540487669746
Hyundai,Other_Models,7,66200,Manual,second,Hybrid/CNG,Nov-24,320000,12.676076274775909
Maruti Suzuki,Wagon-R,8,53000,Automatic,first,Hybrid/CNG,Nov-24,465000,13.049792684569493
Other_Brands,Other_Models,12,70000,Manual,first,Diesel,Nov-24,320000,12.676076274775909
Other_Brands,Other_Models,5,26700,Automatic,first,Petrol,Nov-24,624999,13.345505328717259
Maruti Suzuki,Ertiga,3,54000,Manual,first,Hybrid/CNG,Nov-24,1125000,13.933293593620657
Hyundai,Santro Xing,11,81000,Manual,second,Hybrid/CNG,Nov-24,190000,12.154779351142624
Maruti Suzuki,Other_Models,16,71000,Manual,second,Petrol,Nov-24,145000,11.884489021402711
Hyundai,Other_Models,14,149000,Automatic,second,Hybrid/CNG,Nov-24,110000,11.608235644774552
Other_Brands,KWID,5,65000,Manual,first,Petrol,Oct-24,305000,12.628067055589549
Hyundai,Other_Models,15,55000,Automatic,second,Hybrid/CNG,Nov-24,220000,12.301382825334498
Maruti Suzuki,Ertiga,10,125000,Automatic,second,Hybrid/CNG,Nov-24,600000,13.304684934198283
Mahindra,Other_Models,9,76000,Manual,first,Diesel,Nov-24,325000,12.691580461311874
Maruti Suzuki,Other_Models,14,57327,Automatic,second,Hybrid/CNG,Nov-24,135000,11.813030057420567
Hyundai,Other_Models,6,41000,Manual,first,Petrol,Aug-24,425000,12.959844447906553
Audi,Other_Models,10,50000,Automatic,second,Diesel,Nov-24,1575000,14.269765830241871
Maruti Suzuki,Other_Models,4,31000,Manual,first,Petrol,Nov-24,520000,13.16158409055761
BMW,Other_Models,12,90000,Automatic,second,Diesel,Nov-24,899000,13.709038313453757
Hyundai,i10,14,34799,Manual,first,Petrol,Nov-24,345000,12.751299696013497
Hyundai,Grand i10,9,65000,Manual,first,Petrol,Nov-24,400000,12.89921982609012
Maruti Suzuki,Other_Models,7,105000,Automatic,second,Hybrid/CNG,Nov-24,380000,12.84792653170257
Other_Brands,Seltos,3,27300,Automatic,second,Petrol,Nov-24,1295000,14.074021253115776
Maruti Suzuki,Ertiga,8,70000,Automatic,first,Petrol,Nov-24,795000,13.58609739363647
Maruti Suzuki,Wagon-R-1-0,9,29750,Manual,second,Hybrid/CNG,Nov-24,335000,12.721885810807203
BMW,Other_Models,6,49000,Automatic,first,Diesel,Nov-24,2550000,14.75160391713461
Mercedes-Benz,Other_Models,10,72000,Automatic,second,Petrol,Nov-24,4211000,15.253210707144065
Maruti Suzuki,Swift-Dzire,10,100000,Automatic,second,Hybrid/CNG,Nov-24,300000,12.611537753638338
Volkswagen,Polo,9,149000,Manual,second,Diesel,Nov-24,675000,13.422467969854667
Hyundai,Grand i10,11,82310,Manual,second,Petrol,Nov-24,360000,12.793859310432293
Other_Brands,Other_Models,15,72900,Manual,first,Hybrid/CNG,Nov-24,275000,12.524526376648708
Hyundai,Creta,9,68000,Automatic,second,Diesel,Nov-24,1050000,13.864300722133706
BMW,5 Series,9,47000,Automatic,second,Diesel,Nov-24,2500000,14.73180128983843
Toyota,Corolla Altis,12,120000,Automatic,second,Hybrid/CNG,Nov-24,450000,13.017002861746503
Toyota,Other_Models,10,202000,Manual,second,Diesel,Nov-24,450000,13.017002861746503
Toyota,Other_Models,19,78374,Manual,second,Hybrid/CNG,Oct-24,145000,11.884489021402711
Maruti Suzuki,Swift-Dzire,7,128000,Automatic,first,Diesel,Nov-24,670000,13.415032991367148
Maruti Suzuki,Alto-800,9,80000,Manual,second,Hybrid/CNG,Nov-24,250000,12.429216196844383
Honda,Other_Models,12,46000,Automatic,second,Petrol,Nov-24,299000,12.608198852372823
BMW,Other_Models,5,76500,Automatic,first,Diesel,Nov-24,4450000,15.308414654142423
Toyota,Corolla Altis,11,89000,Manual,first,Diesel,Nov-24,585000,13.279367126213993
